file_order,col_name,col_type,length,col_description,codes,code_map
369,EMCSCL,Num,8,BAS controls A/C,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Electric chiller', '4': 'Heat pump', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
370,EMCSLT,Num,8,BAS controls lighting,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Electric chiller', '4': 'Heat pump', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
371,SMRTTHRM,Num,8,Smart thermostats,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Electric chiller', '4': 'Heat pump', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
372,HWRDHT,Num,8,How reduce heating,"1=Setting a programmable thermostat to automatically change the temperature
2=Manually adjusting the temperature setting
3=Turning the equipment on or off
4=None of these methods
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Setting a programmable thermostat to automatically change the temperature', '2': 'Manually adjusting the temperature setting', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
373,HWRDCL,Num,8,How reduce A/C,"1=Setting a programmable thermostat to automatically change the temperature
2=Manually adjusting the temperature setting
3=Turning the equipment on or off
4=None of these methods
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Setting a programmable thermostat to automatically change the temperature', '2': 'Manually adjusting the temperature setting', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
374,VAV,Num,8,Variable air volume (VAV) system,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
375,DOAS,Num,8,Dedicated outside air system (DOAS),"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
376,DCV,Num,8,Demand controlled ventilation (DCV),"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
377,ECN,Num,8,Economizer cycle,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
378,MAINT,Num,8,Regular HVAC maintenance,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
379,ELWATR,Num,8,Electricity used for water heating,"1=Yes
2=No","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Turning the equipment on or off', '4': 'None of these methods', '5': 'Individual air conditioner', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace'}"
