file_order,col_name,col_type,length,format,col_description,codes,code_map
342.0,FASTFD,Char,1.0,$YESNO.,Fast food or small restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
343.0,CAF,Char,1.0,$YESNO.,Cafeteria or large restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
344.0,FDPREP,Char,1.0,$YESNO.,Commercial or large kitchen,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
345.0,KITCHN,Char,1.0,$YESNO.,Small kitchen area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
346.0,BREAKRM,Char,1.0,$YESNO.,"Employee lounge, breakroom, or pantry","'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
347.0,OTFDRM,Char,1.0,$YESNO.,Other food prep or serving area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
348.0,HWTRM,Char,1.0,$YESNO.,Large amounts of hot water,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
349.0,LAUNDR,Char,1.0,$LAUND.,Laundry onsite,"'1' = 'In this building'
'2' = 'In another building on-site'
'3' = 'By an off-site laundry service'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'In this building', '2': 'In another building on-site', '3': 'By an off-site laundry service', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
350.0,CONFSP,Char,1.0,$YESNO.,Conference or event space,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'By an off-site laundry service', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
351.0,CONFSPP,Num,8.0,,Percent conference or event space,"1 - 50
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'By an off-site laundry service', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
352.0,MEDEQP,Char,1.0,$YESNO.,Medical equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'By an off-site laundry service', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know'}"
353.0,XRAYN,Num,8.0,,Number of X-ray machines,"0 - 20
995 = More than 20
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'By an off-site laundry service', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 20', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range'}"
354.0,CTSCAN,Char,1.0,$YESNO.,CT scan machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'By an off-site laundry service', '4': '$1,001 to $2,000', '5': 'Over $2,000', '6': 'Individual room air conditioners (other than heat pumps)', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': 'None', '02': '1 to 4', '04': '10 to 19', '05': '20 to 49', '06': '50 to 99', '07': '100 to 249', '08': '250 to 499', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '5 to 9', '09': '500 to 999', '10': '1,000 to 2,499', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 20', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': 'More than 250', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range'}"
