File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes
361.0,HTPOOL,Char,1.0,$YESNO.,Heated indoor swimming pool,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
362.0,POOLSRC,Char,1.0,$POOLSRC.,Pool energy source,"'1' = 'Electricity'
'2' = 'Natural gas'
'3' = 'Fuel oil/Diesel/Kerosene'
'4' = 'Bottled gas/LPG/Propane'
'5' = 'Solar'
'6' = 'Some other energy source'
Missing = Not applicable"
363.0,STRLZR,Char,1.0,$YESNO.,Sterilizers or autoclaves,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
364.0,RFGEQP,Char,1.0,$YESNO.,Refrigeration,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
365.0,RFGRES,Char,1.0,$YESNO.,Full-size residential-type refrigerator,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
366.0,RFGCOMP,Char,1.0,$YESNO.,Half-size or compact refrigerators,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
367.0,RFGWI,Char,1.0,$YESNO.,Walk-in refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
368.0,RFGOP,Char,1.0,$YESNO.,Open case refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
369.0,RFGCL,Char,1.0,$YESNO.,Closed case refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
370.0,RFGVEN,Char,1.0,$YESNO.,Refrigerated vending machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
371.0,RFGICE,Char,1.0,$YESNO.,Commercial ice makers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
372.0,RFGSTO,Char,1.0,$YESNO.,Large cold storage areas,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
373.0,RFGRSN,Num,8.0,COMMA5.,Number of residential refrigerators,"1 - 1,000
Missing = Not applicable"
374.0,RFGCOMPN,Num,8.0,COMMA5.,Number of compact refrigerators,"1 - 1,000
99995 = More than 1,000
Missing = Not applicable"
375.0,RFGWIN,Num,8.0,,Number of walk-in units,"1 - 350
Missing = Not applicable"
376.0,RFGOPN,Num,8.0,,Number of open case refrigeration units,"1 - 300
Missing = Not applicable"
377.0,RFGCLN,Num,8.0,,Number of closed case refrigeration units,"1 - 500
Missing = Not applicable"
378.0,RFGVNN,Num,8.0,,Number of refrigerated vending machines,"1 - 300
Missing = Not applicable"
379.0,RFGICN,Num,8.0,,Number of ice makers,"1 - 500
Missing = Not applicable"
380.0,RFGSTP,Num,8.0,,Percent cold storage,"1 - 100
Missing = Not applicable"
381.0,WHRECOV,Char,1.0,$YESNO.,Waste heat recovery,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
382.0,WHHT2,Char,1.0,$YESNO.,Waste heat used for secondary heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
383.0,WHWT,Char,1.0,$YESNO.,Waste heat used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
384.0,WHOT,Char,1.0,$YESNO.,Waste heat used for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
385.0,PCTERM,Char,1.0,$YESNO.,Computers used,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
386.0,PCTERMN,Num,8.0,COMMA8.,Number of computers,"0 - 4,195
Missing = Not applicable"
387.0,PCTRMC,Char,2.0,$PCTRMC.,Number of computers category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 to 999'
'09' = '1,000 to 2,499'
'10' = '2,500 or more'
Missing = Not applicable"
388.0,MLTMON,Char,1.0,$YESNO.,Multiple monitors,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
389.0,MLTMNC,Char,1.0,$ALLFEW.,Multiple monitor category,"'1' = 'All'
'2' = 'Most'
'3' = 'Some'
'4' = 'A few'
Missing = Not applicable"
390.0,FLATC,Char,1.0,$FLATC.,Flat screen category,"'1' = 'All'
'2' = 'Most'
'3' = 'Some'
'4' = 'A few'
'5' = 'None'
Missing = Not applicable"
391.0,LAPTPN,Num,8.0,COMMA8.,Number of laptops,"0 - 1,420
Missing = Not applicable"
392.0,LAPTPC,Char,2.0,$LAPTPC.,Number of laptops category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 to 999'
'09' = '1,000 or more'
Missing = Not applicable"
393.0,PRNTRN,Num,8.0,COMMA8.,Number of printers,"0 - 5,000
Missing = Not applicable"
394.0,PRNTYP,Char,1.0,$PRNTR.,Type of printers,"'1' = 'Inkjet'
'2' = 'Laser'
'3' = 'Some other type'
'4' = 'Half inkjet, half laser'
Missing = Not applicable"
395.0,SERVER,Char,1.0,$YESNO.,Dedicated servers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
396.0,SERVERN,Num,8.0,COMMA8.,Number of servers,"0 - 499
9,995 = 500 or more
Missing = Not applicable"
397.0,SERVERC,Char,2.0,$SERVERC.,Number of servers category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 or more'
Missing = Not applicable"
398.0,DATACNTR,Char,1.0,$YESNO.,Data center or server farm,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
399.0,DCNTRSFC,Char,1.0,$DCNTRSF.,Data center or server farm sqft category,"'1' ='500 square feet or less'
'2' ='501 to 1,500 square feet'
'3' ='1,501 to 3,000 square feet'
'4' ='3,001 to 10,000 square feet'
'5' ='Over 10,000 square feet'
Missing = Not applicable"
400.0,TRNGRM,Char,1.0,$YESNO.,Computer-based training room,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
401.0,STDNRM,Char,1.0,$YESNO.,Student or public computer center,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
402.0,WBOARDS,Char,1.0,$YESNO.,Interactive whiteboards,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
403.0,TVVIDEO,Char,1.0,$YESNO.,TV or video displays,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
404.0,TVVIDEON,Num,8.0,COMMA5.,Number of TV or video displays,"1 - 200
995 = More than 200
Missing = Not applicable"
405.0,RGSTR,Char,1.0,$YESNO.,Cash registers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
406.0,RGSTRN,Num,8.0,COMMA5.,Number of cash registers,"1 - 500
Missing = Not applicable"
407.0,COPIER,Char,1.0,$YESNO.,Photocopiers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
408.0,COPIERN,Num,8.0,COMMA5.,Number of photocopiers,"1 - 1,500
Missing = Not applicable"
409.0,FAX,Char,1.0,$YESNO.,FAX machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
410.0,LTOHRP,Num,8.0,,Percent lit when open,"0 - 100
Missing = Not applicable"
411.0,LOHRPC,Char,1.0,$LIT1CAT.,Lit when open category,"'1' = '1 to 25 percent'
'2' = '26 to 50 percent'
'3' = '51 to 75 percent'
'4' = '76 to 100 percent'
'5' = 'Not lit at all when it is normally open'
Missing = Not applicable"
412.0,LTNR24,Char,1.0,$YESNO.,Lights off during 24 hours,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
413.0,LTNHRP,Num,8.0,,Percent lit off hours,"0 - 100
Missing = Not applicable"
414.0,LNHRPC,Char,1.0,$LIT2CAT.,Lit off hours category,"'1' = '1 to 25 percent'
'2' = '26 to 50 percent'
'3' = '51 to 75 percent'
'4' = '76 to 100 percent'
'5' = 'Not lit at all during off hours'
Missing = Not applicable"
415.0,RDLTNF,Char,1.0,$YESNO.,Lighting reduced during off hours,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
416.0,FLUOR,Char,1.0,$YESNO.,Fluorescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
417.0,CFLR,Char,1.0,$YESNO.,Compact fluorescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
418.0,BULB,Char,1.0,$YESNO.,Incandescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
419.0,HALO,Char,1.0,$YESNO.,Halogen bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
420.0,HID,Char,1.0,$YESNO.,High intensity discharge (HID) bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
421.0,LED,Char,1.0,$YESNO.,Light-emitting diode (LED) bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
422.0,OTLT,Char,1.0,$YESNO.,Other type of bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
423.0,FLUORP,Num,8.0,,Percent lit by fluorescent,"0 - 100
Missing = Not applicable"
424.0,CFLRP,Num,8.0,,Percent lit by compact fluorescent,"0 - 100
Missing = Not applicable"
425.0,BULBP,Num,8.0,,Percent lit by incandescent,"0 - 100
Missing = Not applicable"
426.0,HALOP,Num,8.0,,Percent lit by halogen,"0 - 100
Missing = Not applicable"
427.0,HIDP,Num,8.0,,Percent lit by HID,"0 - 100
Missing = Not applicable"
428.0,LEDP,Num,8.0,,Percent lit by LED,"0 - 100
Missing = Not applicable"
429.0,OTLTP,Num,8.0,,Percent lit by other lighting,"0 - 100
Missing = Not applicable"
430.0,EMCSLT,Char,1.0,$YESNO.,BAS controls lighting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
431.0,SCHED,Char,1.0,$YESNO.,Light scheduling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
432.0,OCSN,Char,1.0,$YESNO.,Occupancy sensors,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
433.0,DIM,Char,1.0,$YESNO.,Multi-level lighting or dimming,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
434.0,DAYHARV,Char,1.0,$YESNO.,Daylight harvesting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
435.0,TRIM,Char,1.0,$YESNO.,High-end trimming or light-level tuning,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
436.0,PLGCTRL,Char,1.0,$YESNO.,Plug load control,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
437.0,DRLGHT,Char,1.0,$YESNO.,Demand responsive lighting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
438.0,LTEXPC,Char,1.0,$LTEXPC.,Percent of exterior lighted,"'1' = 'Less than 10 percent'
'2' = '10 to 25 percent'
'3' = '25 to 50 percent'
'4' = 'More than 50 percent'
Missing = Not applicable"
439.0,PKLT,Char,1.0,$YESNO.,Lighted parking area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
440.0,WINTYP,Char,1.0,$WINTYP.,Window glass type,"'1' = 'Single layer glass'
'2' = 'Multi-layer glass'
'3' = 'Combination of both'
'4' = 'No windows'"
441.0,TINT,Char,1.0,$YESNO.,Tinted window glass,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
442.0,REFL,Char,1.0,$YESNO.,Reflective window glass,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
443.0,AWN,Char,1.0,$YESNO.,External overhangs or awnings,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
444.0,SKYLT,Char,1.0,$YESNO.,Skylights or atriums,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable"
445.0,DAYLTP,Num,8.0,,Percent daylight,"0 - 100
Missing = Not applicable"
446.0,ZSQFT,Char,1.0,$ZVAR.,Imputed square footage,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
447.0,ZSQFTC,Char,1.0,$ZVAR.,Imputed square footage category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
448.0,ZWLCNS,Char,1.0,$ZVAR.,Imputed wall construction material,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
449.0,ZRFCNS,Char,1.0,$ZVAR.,Imputed roof construction material,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
450.0,ZRFCOOL,Char,1.0,$ZVAR.,Imputed cool roof materials,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
451.0,ZRFTILT,Char,1.0,$ZVAR.,Imputed roof tilt,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
452.0,ZBLDSHP,Char,1.0,$ZVAR.,Imputed building shape,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
453.0,ZGLSSPC,Char,1.0,$ZVAR.,Imputed percent exterior glass,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
454.0,ZEQGLSS,Char,1.0,$ZVAR.,Imputed equal glass on all sides,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
455.0,ZSUNGLS,Char,1.0,$ZVAR.,Imputed glass sides most sunlight,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
456.0,ZNFLOOR,Char,1.0,$ZVAR.,Imputed number of floors,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
457.0,ZBASEMNT,Char,1.0,$ZVAR.,Imputed number of underground floors,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
458.0,ZFLCEILHT,Char,1.0,$ZVAR.,Imputed floor to ceiling height,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
459.0,ZATTIC,Char,1.0,$ZVAR.,Imputed attic,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
460.0,ZELEVTR,Char,1.0,$ZVAR.,Imputed elevators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
461.0,ZNELVTR,Char,1.0,$ZVAR.,Imputed number of elevators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
462.0,ZESCLTR,Char,1.0,$ZVAR.,Imputed escalators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
463.0,ZNESLTR,Char,1.0,$ZVAR.,Imputed number of escalators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
464.0,ZYRCON,Char,1.0,$ZVAR.,Imputed year of construction,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
465.0,ZYRCONC,Char,1.0,$ZVAR.,Imputed year of construction category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
466.0,ZRENOV,Char,1.0,$ZVAR.,Imputed any renovations,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
467.0,ZRENADD,Char,1.0,$ZVAR.,Imputed addition or annex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
468.0,ZRENRDC,Char,1.0,$ZVAR.,Imputed reduction of floorspace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
469.0,ZRENCOS,Char,1.0,$ZVAR.,Imputed cosmetic improvements,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
470.0,ZRENINT,Char,1.0,$ZVAR.,Imputed interior wall re-configuration,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
471.0,ZRENRFF,Char,1.0,$ZVAR.,Imputed roof replacement,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
472.0,ZRENWLL,Char,1.0,$ZVAR.,Imputed exterior wall replacement,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
473.0,ZRENWIN,Char,1.0,$ZVAR.,Imputed window replacement,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
474.0,ZRENHVC,Char,1.0,$ZVAR.,Imputed HVAC equipment upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
475.0,ZRENLGT,Char,1.0,$ZVAR.,Imputed lighting upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
476.0,ZRENPLB,Char,1.0,$ZVAR.,Imputed plumbing system upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
477.0,ZRENELC,Char,1.0,$ZVAR.,Imputed electrical upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
478.0,ZRENINS,Char,1.0,$ZVAR.,Imputed insulation upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
479.0,ZRENSAF,Char,1.0,$ZVAR.,"Imputed fire, safety, or security upgrade","'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
480.0,ZRENSTR,Char,1.0,$ZVAR.,Imputed structural upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
481.0,ZRENOTH,Char,1.0,$ZVAR.,Imputed other renovation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
482.0,ZDRYCL,Char,1.0,$ZVAR.,Imputed dry cleaning onsite,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
483.0,ZCUBE,Char,1.0,$ZVAR.,Imputed open plan office space,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
484.0,ZCUBEC,Char,1.0,$ZVAR.,Imputed percent open plan,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
485.0,ZCUBELOC,Char,1.0,$ZVAR.,Imputed location of open plan,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
486.0,ZRWSEAT,Char,1.0,$ZVAR.,Imputed religious worship seating capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
487.0,ZPBSEAT,Char,1.0,$ZVAR.,Imputed assembly seating capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
488.0,ZEDSEAT,Char,1.0,$ZVAR.,Imputed number of classroom seats,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
489.0,ZFDSEAT,Char,1.0,$ZVAR.,Imputed food service seating capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
490.0,ZHCBED,Char,1.0,$ZVAR.,Imputed licensed bed capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
491.0,ZNRSBED,Char,1.0,$ZVAR.,Imputed licensed bed capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
492.0,ZLODGRM,Char,1.0,$ZVAR.,Imputed number of guest rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
493.0,ZFACIL,Char,1.0,$ZVAR.,Imputed on a multibuilding complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
494.0,ZFEDFAC,Char,1.0,$ZVAR.,Imputed federal complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
495.0,ZFACACT,Char,1.0,$ZVAR.,Imputed type of complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
496.0,ZPLANT,Char,1.0,$ZVAR.,Imputed central physical plant on complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
497.0,ZFACDST,Char,1.0,$ZVAR.,Imputed plant produces district steam,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
498.0,ZFACDHW,Char,1.0,$ZVAR.,Imputed plant produces district hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
499.0,ZFACDCW,Char,1.0,$ZVAR.,Imputed plant produces district chilled water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
500.0,ZFACELC,Char,1.0,$ZVAR.,Imputed plant produces electricity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
501.0,ZBLDPLT,Char,1.0,$ZVAR.,Imputed central plant in building,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
502.0,ZGOVOWN,Char,1.0,$ZVAR.,Imputed government owned,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
503.0,ZGOVTYP,Char,1.0,$ZVAR.,Imputed type of government,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
504.0,ZOWNTYPE,Char,1.0,$ZVAR.,Imputed building owner,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
505.0,ZNOCC,Char,1.0,$ZVAR.,Imputed number of businesses,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
506.0,ZNOCCAT,Char,1.0,$ZVAR.,Imputed number of businesses category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
507.0,ZOWNOCC,Char,1.0,$ZVAR.,Imputed owner occupied or leased to tenant(s),"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
508.0,ZOWNOPR,Char,1.0,$ZVAR.,Imputed owner responsible for operation and maintenance of energy systems,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
509.0,ZOWNPPR,Char,1.0,$ZVAR.,Imputed owner has purchasing power for energy-related equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
510.0,ZNWNPPR,Char,1.0,$ZVAR.,Imputed nonowner with purchasing power for energy-related equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
511.0,ZNWNOPR,Char,1.0,$ZVAR.,Imputed nonowner responsible for operation and maintenance of energy systems,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
512.0,ZWHOPPR,Char,1.0,$ZVAR.,Imputed who has purchasing power,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
513.0,ZMONUSE,Char,1.0,$ZVAR.,Imputed months in use,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
514.0,ZOCCUPYP,Char,1.0,$ZVAR.,Imputed percent occupancy,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
515.0,ZLODOCCP,Char,1.0,$ZVAR.,Imputed lodging room percent occupancy,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
516.0,ZOPEN24,Char,1.0,$ZVAR.,Imputed open 24 hours a day,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
517.0,ZOPNMF,Char,1.0,$ZVAR.,Imputed open during week,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
518.0,ZOPNWE,Char,1.0,$ZVAR.,Imputed open on weekend,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
519.0,ZWKHRS,Char,1.0,$ZVAR.,Imputed total hours open per week,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
520.0,ZWKHRSC,Char,1.0,$ZVAR.,Imputed weekly hours category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
521.0,ZNWKER,Char,1.0,$ZVAR.,Imputed number of employees,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
522.0,ZNWKERC,Char,1.0,$ZVAR.,Imputed number of employees category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
523.0,ZHT1,Char,1.0,$ZVAR.,Imputed energy used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
524.0,ZHT2,Char,1.0,$ZVAR.,Imputed energy used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
