File order,"Variable
name",Variable type,Length,Label,Values/Format codes
534,BULB,Num,8,Incandescent light bulbs,"1=Yes
2=No
Missing=Not applicable"
535,HALO,Num,8,Halogen bulbs,"1=Yes
2=No
Missing=Not applicable"
536,HID,Num,8,High intensity discharge (HID) lighting,"1=Yes
2=No
Missing=Not applicable"
537,LED,Num,8,LED lighting,"1=Yes
2=No
Missing=Not applicable"
538,OTLT,Num,8,Other type of lighting,"1=Yes
2=No
Missing=Not applicable"
539,FLUORP,Num,8,Percent lit by fluorescent,"0 - 100
Missing=Not applicable"
540,CFLRP,Num,8,Percent lit by compact fluorescent,"0 - 100
Missing=Not applicable"
541,BULBP,Num,8,Percent lit by incandescent,"0 - 100
Missing=Not applicable"
542,HALOP,Num,8,Percent lit by halogen,"0 - 100
Missing=Not applicable"
543,HIDP,Num,8,Percent lit by HID,"0 - 100
Missing=Not applicable"
544,LEDP,Num,8,Percent lit by LED,"0 - 100
Missing=Not applicable"
545,OTLTP,Num,8,Percent lit by other lighting,"0 - 100
Missing=Not applicable"
546,SCHED,Num,8,Light scheduling,"1=Yes
2=No
Missing=Not applicable"
547,OCSN,Num,8,Occupancy sensors,"1=Yes
2=No
Missing=Not applicable"
548,DIM,Num,8,Multi-level lighting or dimming,"1=Yes
2=No
Missing=Not applicable"
549,DAYHARV,Num,8,Daylight harvesting,"1=Yes
2=No
Missing=Not applicable"
550,TRIM,Num,8,High-end trimming or light-level tuning,"1=Yes
2=No
Missing=Not applicable"
551,PLGCTRL,Num,8,Plug load control,"1=Yes
2=No
Missing=Not applicable"
552,DRLGHT,Num,8,Demand responsive lighting,"1=Yes
2=No
Missing=Not applicable"
553,LTEXPC,Num,8,Percent of exterior lighted,"1=Less than 10 percent
2=10 to 25 percent
3=25 to 50 percent
4=More than 50 percent
Missing=Not applicable"
554,PKLT,Num,8,Lighted parking area,"1=Yes
2=No
Missing=Not applicable"
555,PKLTINOUT,Num,8,Indoor or outdoor lighted parking,"1=Part of the building (indoor)
2=Separate parking (lot or garage)
3=Both types of parking areas
Missing=Not applicable"
556,PKLTN,Num,8,Vehicle parking capacity,"5=1 to 5
6 - 12,000
Missing=Not applicable"
557,WINTYP,Num,8,Window glass type,"1=Single-layer glass
2=Multi-layer glass
3=Combination of both
4=No windows"
558,TINT,Num,8,Tinted window glass,"1=Yes
2=No
Missing=Not applicable"
559,REFL,Num,8,Reflective window glass,"1=Yes
2=No
Missing=Not applicable"
560,AWN,Num,8,External overhangs or awnings,"1=Yes
2=No
Missing=Not applicable"
561,SKYLT,Num,8,Skylights or atriums designed to provide light,"1=Yes
2=No
Missing=Not applicable"
562,DAYLTP,Num,8,Percent daylight,"0 - 100
Missing=Not applicable"
563,FINALWT,Num,8,Nonresponse Adjusted Weight,
564,FINALWT1,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 1,
565,FINALWT2,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 2,
566,FINALWT3,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 3,
567,FINALWT4,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 4,
568,FINALWT5,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 5,
569,FINALWT6,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 6,
570,FINALWT7,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 7,
571,FINALWT8,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 8,
572,FINALWT9,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 9,
573,FINALWT10,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 10,
574,FINALWT11,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 11,
575,FINALWT12,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 12,
576,FINALWT13,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 13,
577,FINALWT14,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 14,
578,FINALWT15,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 15,
579,FINALWT16,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 16,
580,FINALWT17,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 17,
581,FINALWT18,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 18,
582,FINALWT19,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 19,
583,FINALWT20,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 20,
584,FINALWT21,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 21,
585,FINALWT22,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 22,
586,FINALWT23,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 23,
587,FINALWT24,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 24,
588,FINALWT25,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 25,
589,FINALWT26,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 26,
590,FINALWT27,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 27,
591,FINALWT28,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 28,
592,FINALWT29,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 29,
593,FINALWT30,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 30,
594,FINALWT31,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 31,
595,FINALWT32,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 32,
596,FINALWT33,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 33,
597,FINALWT34,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 34,
598,FINALWT35,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 35,
599,FINALWT36,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 36,
600,FINALWT37,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 37,
601,FINALWT38,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 38,
602,FINALWT39,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 39,
603,FINALWT40,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 40,
604,FINALWT41,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 41,
605,FINALWT42,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 42,
606,FINALWT43,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 43,
607,FINALWT44,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 44,
608,FINALWT45,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 45,
609,FINALWT46,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 46,
610,FINALWT47,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 47,
611,FINALWT48,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 48,
612,FINALWT49,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 49,
613,FINALWT50,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 50,
614,FINALWT51,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 51,
615,FINALWT52,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 52,
616,FINALWT53,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 53,
617,FINALWT54,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 54,
618,FINALWT55,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 55,
619,FINALWT56,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 56,
620,FINALWT57,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 57,
621,FINALWT58,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 58,
622,FINALWT59,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 59,
623,FINALWT60,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 60,
624,FINALWT61,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 61,
625,FINALWT62,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 62,
626,FINALWT63,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 63,
627,FINALWT64,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 64,
628,FINALWT65,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 65,
629,FINALWT66,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 66,
630,FINALWT67,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 67,
631,FINALWT68,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 68,
632,FINALWT69,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 69,
633,FINALWT70,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 70,
634,FINALWT71,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 71,
635,FINALWT72,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 72,
636,FINALWT73,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 73,
637,FINALWT74,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 74,
638,FINALWT75,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 75,
639,FINALWT76,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 76,
640,FINALWT77,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 77,
641,FINALWT78,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 78,
642,FINALWT79,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 79,
643,FINALWT80,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 80,
644,FINALWT81,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 81,
645,FINALWT82,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 82,
646,FINALWT83,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 83,
647,FINALWT84,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 84,
648,FINALWT85,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 85,
649,FINALWT86,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 86,
650,FINALWT87,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 87,
651,FINALWT88,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 88,
652,FINALWT89,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 89,
653,FINALWT90,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 90,
654,FINALWT91,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 91,
655,FINALWT92,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 92,
656,FINALWT93,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 93,
657,FINALWT94,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 94,
658,FINALWT95,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 95,
659,FINALWT96,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 96,
660,FINALWT97,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 97,
661,FINALWT98,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 98,
662,FINALWT99,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 99,
663,FINALWT100,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 100,
664,FINALWT101,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 101,
665,FINALWT102,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 102,
666,FINALWT103,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 103,
667,FINALWT104,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 104,
668,FINALWT105,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 105,
669,FINALWT106,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 106,
670,FINALWT107,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 107,
671,FINALWT108,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 108,
672,FINALWT109,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 109,
673,FINALWT110,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 110,
674,FINALWT111,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 111,
675,FINALWT112,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 112,
676,FINALWT113,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 113,
677,FINALWT114,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 114,
678,FINALWT115,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 115,
679,FINALWT116,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 116,
680,FINALWT117,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 117,
681,FINALWT118,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 118,
682,FINALWT119,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 119,
683,FINALWT120,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 120,
684,FINALWT121,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 121,
685,FINALWT122,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 122,
686,FINALWT123,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 123,
687,FINALWT124,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 124,
688,FINALWT125,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 125,
689,FINALWT126,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 126,
690,FINALWT127,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 127,
691,FINALWT128,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 128,
692,FINALWT129,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 129,
693,FINALWT130,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 130,
694,FINALWT131,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 131,
695,FINALWT132,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 132,
696,FINALWT133,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 133,
697,FINALWT134,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 134,
698,FINALWT135,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 135,
699,FINALWT136,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 136,
700,FINALWT137,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 137,
701,FINALWT138,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 138,
702,FINALWT139,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 139,
703,FINALWT140,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 140,
704,FINALWT141,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 141,
705,FINALWT142,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 142,
706,FINALWT143,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 143,
707,FINALWT144,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 144,
708,FINALWT145,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 145,
709,FINALWT146,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 146,
710,FINALWT147,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 147,
711,FINALWT148,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 148,
712,FINALWT149,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 149,
713,FINALWT150,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 150,
714,FINALWT151,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 151,
715,ZSQFT,Num,8,Imputation flag: Square footage,"0=Reported
1=Imputed
9=Inapplicable"
716,ZSQFTC,Num,8,Imputation flag: Square footage category,"0=Reported
1=Imputed
9=Inapplicable"
717,ZWLCNS,Num,8,Imputation flag: Wall construction material,"0=Reported
1=Imputed
9=Inapplicable"
718,ZRFCNS,Num,8,Imputation flag: Roof construction material,"0=Reported
1=Imputed
9=Inapplicable"
719,ZRFCOOL,Num,8,Imputation flag: Cool roof,"0=Reported
1=Imputed
9=Inapplicable"
720,ZRFTILT,Num,8,Imputation flag: Roof tilt,"0=Reported
1=Imputed
9=Inapplicable"
721,ZBLDSHP,Num,8,Imputation flag: Building shape,"0=Reported
1=Imputed
9=Inapplicable"
722,ZGLSSPC,Num,8,Imputation flag: Percent exterior glass,"0=Reported
1=Imputed
9=Inapplicable"
723,ZNFLOOR,Num,8,Imputation flag: Number of floors,"0=Reported
1=Imputed
9=Inapplicable"
724,ZBASEMNT,Num,8,Imputation flag: Number of underground floors,"0=Reported
1=Imputed
9=Inapplicable"
725,ZFLCEILHT,Num,8,Imputation flag: Floor to ceiling height,"0=Reported
1=Imputed
9=Inapplicable"
726,ZATTIC,Num,8,Imputation flag: Attic,"0=Reported
1=Imputed
9=Inapplicable"
727,ZELEVTR,Num,8,Imputation flag: Elevators,"0=Reported
1=Imputed
9=Inapplicable"
728,ZNELVTR,Num,8,Imputation flag: Number of elevators,"0=Reported
1=Imputed
9=Inapplicable"
729,ZESCLTR,Num,8,Imputation flag: Escalators,"0=Reported
1=Imputed
9=Inapplicable"
730,ZNESLTR,Num,8,Imputation flag: Number of escalators,"0=Reported
1=Imputed
9=Inapplicable"
731,ZYRCONC,Num,8,Imputation flag: Year of construction category,"0=Reported
1=Imputed
9=Inapplicable"
732,ZRENOV,Num,8,Imputation flag: Renovations,"0=Reported
1=Imputed
9=Inapplicable"
733,ZRENCOS,Num,8,Imputation flag: Cosmetic improvements,"0=Reported
1=Imputed
9=Inapplicable"
734,ZRENADD,Num,8,Imputation flag: Addition or annex,"0=Reported
1=Imputed
9=Inapplicable"
735,ZRENRDC,Num,8,Imputation flag: Reduction of floorspace,"0=Reported
1=Imputed
9=Inapplicable"
736,ZRENINT,Num,8,Imputation flag: Interior wall re-configuration,"0=Reported
1=Imputed
9=Inapplicable"
737,ZRENRFF,Num,8,Imputation flag: Roof replacement,"0=Reported
1=Imputed
9=Inapplicable"
738,ZRENWIN,Num,8,Imputation flag: Window replacement,"0=Reported
1=Imputed
9=Inapplicable"
739,ZRENHVC,Num,8,Imputation flag: HVAC equipment upgrade,"0=Reported
1=Imputed
9=Inapplicable"
740,ZRENLGT,Num,8,Imputation flag: Lighting upgrade,"0=Reported
1=Imputed
9=Inapplicable"
741,ZRENPLB,Num,8,Imputation flag: Plumbing system upgrade,"0=Reported
1=Imputed
9=Inapplicable"
742,ZRENELC,Num,8,Imputation flag: Electrical upgrade,"0=Reported
1=Imputed
9=Inapplicable"
743,ZRENINS,Num,8,Imputation flag: Insulation upgrade,"0=Reported
1=Imputed
9=Inapplicable"
744,ZRENSAF,Num,8,"Imputation flag: Fire, safety, or security upgrade","0=Reported
1=Imputed
9=Inapplicable"
745,ZRENSTR,Num,8,Imputation flag: Structural upgrade,"0=Reported
1=Imputed
9=Inapplicable"
746,ZRENOTH,Num,8,Imputation flag: Other renovation,"0=Reported
1=Imputed
9=Inapplicable"
747,ZDRYCL,Num,8,Imputation flag: Dry cleaning onsite,"0=Reported
1=Imputed
9=Inapplicable"
748,ZRWSEAT,Num,8,Imputation flag: Religious worship seating capacity,"0=Reported
1=Imputed
9=Inapplicable"
749,ZPBSEAT,Num,8,Imputation flag: Assembly seating capacity,"0=Reported
1=Imputed
9=Inapplicable"
750,ZEDSEAT,Num,8,Imputation flag: Number of classroom seats,"0=Reported
1=Imputed
9=Inapplicable"
751,ZFDSEAT,Num,8,Imputation flag: Food service seating capacity,"0=Reported
1=Imputed
9=Inapplicable"
752,ZHCBED,Num,8,Imputation flag: Licensed inpatient beds,"0=Reported
1=Imputed
9=Inapplicable"
753,ZNRSBED,Num,8,Imputation flag: Licensed nursing beds,"0=Reported
1=Imputed
9=Inapplicable"
754,ZLODGRM,Num,8,Imputation flag: Number of guest rooms,"0=Reported
1=Imputed
9=Inapplicable"
755,ZFACIL,Num,8,Imputation flag: On a multibuilding complex,"0=Reported
1=Imputed
9=Inapplicable"
756,ZFEDFAC,Num,8,Imputation flag: Federal complex,"0=Reported
1=Imputed
9=Inapplicable"
757,ZFACACT,Num,8,Imputation flag: Type of complex,"0=Reported
1=Imputed
9=Inapplicable"
758,ZPLANT,Num,8,Imputation flag: Central physical plant,"0=Reported
1=Imputed
9=Inapplicable"
759,ZFACDST,Num,8,Imputation flag: Plant produces district steam,"0=Reported
1=Imputed
9=Inapplicable"
760,ZFACDHW,Num,8,Imputation flag: Plant produces district hot water,"0=Reported
1=Imputed
9=Inapplicable"
761,ZFACDCW,Num,8,Imputation flag: Plant produces district chilled water,"0=Reported
1=Imputed
9=Inapplicable"
762,ZFACELC,Num,8,Imputation flag: Plant produces electricity,"0=Reported
1=Imputed
9=Inapplicable"
763,ZBLDPLT,Num,8,Imputation flag: Central plant in building,"0=Reported
1=Imputed
9=Inapplicable"
764,ZGOVOWN,Num,8,Imputation flag: Government owned,"0=Reported
1=Imputed
9=Inapplicable"
765,ZGOVTYP,Num,8,Imputation flag: Type of government,"0=Reported
1=Imputed
9=Inapplicable"
766,ZOWNTYPE,Num,8,Imputation flag: Building owner,"0=Reported
1=Imputed
9=Inapplicable"
767,ZNOCC,Num,8,Imputation flag: Number of businesses,"0=Reported
1=Imputed
9=Inapplicable"
768,ZNOCCAT,Num,8,Imputation flag: Number of businesses category,"0=Reported
1=Imputed
9=Inapplicable"
769,ZOWNOCC,Num,8,Imputation flag: Owner occupied or leased to tenant(s),"0=Reported
1=Imputed
9=Inapplicable"
770,ZOWNOPR,Num,8,Imputation flag: Owner operates,"0=Reported
1=Imputed
9=Inapplicable"
771,ZOWNPPR,Num,8,Imputation flag: Owner has purchasing power,"0=Reported
1=Imputed
9=Inapplicable"
772,ZNWNPPR,Num,8,Imputation flag: Nonowner with purchasing power,"0=Reported
1=Imputed
9=Inapplicable"
773,ZNWNOPR,Num,8,Imputation flag: Nonowner operator,"0=Reported
1=Imputed
9=Inapplicable"
774,ZWHOPPR,Num,8,Imputation flag: Who has purchasing power,"0=Reported
1=Imputed
9=Inapplicable"
775,ZMONUSE,Num,8,Imputation flag: Months in use,"0=Reported
1=Imputed
9=Inapplicable"
776,ZOCCUPYP,Num,8,Imputation flag: Percent occupancy,"0=Reported
1=Imputed
9=Inapplicable"
777,ZLODOCCP,Num,8,Imputation flag: Lodging room percent occupancy,"0=Reported
1=Imputed
9=Inapplicable"
778,ZOPEN24,Num,8,Imputation flag: Open 24 hours a day,"0=Reported
1=Imputed
9=Inapplicable"
779,ZOPNMF,Num,8,Imputation flag: Open during week,"0=Reported
1=Imputed
9=Inapplicable"
780,ZOPNWE,Num,8,Imputation flag: Open on weekend,"0=Reported
1=Imputed
9=Inapplicable"
781,ZWKHRS,Num,8,Imputation flag: Total hours open per week,"0=Reported
1=Imputed
9=Inapplicable"
782,ZWKHRSC,Num,8,Imputation flag: Weekly hours category,"0=Reported
1=Imputed
9=Inapplicable"
783,ZNWKER,Num,8,Imputation flag: Number of employees,"0=Reported
1=Imputed
9=Inapplicable"
784,ZNWKERC,Num,8,Imputation flag: Number of employees category,"0=Reported
1=Imputed
9=Inapplicable"
785,ZHT1,Num,8,Imputation flag: Energy used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
786,ZHT2,Num,8,Imputation flag: Energy used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
787,ZCOOL,Num,8,Imputation flag: Energy used for cooling,"0=Reported
1=Imputed
9=Inapplicable"
788,ZWATR,Num,8,Imputation flag: Energy used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
789,ZCOOK,Num,8,Imputation flag: Energy used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
790,ZMANU,Num,8,Imputation flag: Energy used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
791,ZELUSED,Num,8,Imputation flag: Electricity used,"0=Reported
1=Imputed
9=Inapplicable"
792,ZNGUSED,Num,8,Imputation flag: Natural gas used,"0=Reported
1=Imputed
9=Inapplicable"
793,ZFKUSED,Num,8,Imputation flag: Fuel oil/diesel/kerosene used,"0=Reported
1=Imputed
9=Inapplicable"
794,ZPRUSED,Num,8,Imputation flag: Bottled gas/LPG/propane used,"0=Reported
1=Imputed
9=Inapplicable"
795,ZSTUSED,Num,8,Imputation flag: District steam used,"0=Reported
1=Imputed
9=Inapplicable"
796,ZHWUSED,Num,8,Imputation flag: District hot water used,"0=Reported
1=Imputed
9=Inapplicable"
797,ZCWUSED,Num,8,Imputation flag: District chilled water used,"0=Reported
1=Imputed
9=Inapplicable"
798,ZWOUSED,Num,8,Imputation flag: Wood used,"0=Reported
1=Imputed
9=Inapplicable"
799,ZCOUSED,Num,8,Imputation flag: Coal used,"0=Reported
1=Imputed
9=Inapplicable"
800,ZSOUSED,Num,8,Imputation flag: Solar used,"0=Reported
1=Imputed
9=Inapplicable"
801,ZOTUSED,Num,8,Imputation flag: Other energy source used,"0=Reported
1=Imputed
9=Inapplicable"
802,ZFKTYPE,Num,8,"Imputation flag: Specify fuel oil, diesel, or kerosene","0=Reported
1=Imputed
9=Inapplicable"
803,ZSOPANEL,Num,8,Imputation flag: Solar panels used to generate electricity,"0=Reported
1=Imputed
9=Inapplicable"
804,ZHEATP,Num,8,Imputation flag: Percent heated,"0=Reported
1=Imputed
9=Inapplicable"
805,ZHTLS50,Num,8,Imputation flag: Heated to less than 50 degrees,"0=Reported
1=Imputed
9=Inapplicable"
806,ZELHT1,Num,8,Imputation flag: Electricity used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
807,ZNGHT1,Num,8,Imputation flag: Natural gas used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
808,ZFKHT1,Num,8,Imputation flag: Fuel oil used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
809,ZPRHT1,Num,8,Imputation flag: Propane used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
810,ZSTHT1,Num,8,Imputation flag: District steam used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
811,ZHWHT1,Num,8,Imputation flag: District hot water used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
812,ZWOHT1,Num,8,Imputation flag: Wood used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
813,ZCOHT1,Num,8,Imputation flag: Coal used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
814,ZSOHT1,Num,8,Imputation flag: Solar used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
815,ZOTHT1,Num,8,Imputation flag: Other source used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
816,ZELHT2,Num,8,Imputation flag: Electricity used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
817,ZNGHT2,Num,8,Imputation flag: Natural gas used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
