category,file_order,col_name,col_type,length,format,col_description,codes,codes_dict
4,211.0,CHILLR,Char,1.0,$YESNO.,Central chillers inside the building,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,212.0,CHWT,Char,1.0,$YESNO.,District chilled water piped in,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,213.0,HTPMPC,Char,1.0,$YESNO.,Heat pumps for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,214.0,ACWNWL,Char,1.0,$YESNO.,Individual room air conditioners,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,215.0,EVAPCL,Char,1.0,$YESNO.,Evaporative or swamp coolers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,216.0,OTCLEQ,Char,1.0,$YESNO.,Other cooling equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,217.0,RCACP,Num,8.0,,Percent cooled by central A/C,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,218.0,PKGCP,Num,8.0,,Percent cooled by packaged A/C units,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,219.0,CHILP,Num,8.0,,Percent cooled by central chillers,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,220.0,CHWTP,Num,8.0,,Percent cooled by district chilled water,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,221.0,HTPCP,Num,8.0,,Percent cooled by heat pumps,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,222.0,ACWNWP,Num,8.0,,Percent cooled by individual room A/C,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,223.0,EVAPP,Num,8.0,,Percent cooled by swamp coolers,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,224.0,OTCLP,Num,8.0,,Percent cooled by other cooling equipment,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,225.0,MAINCL,Char,2.0,$CLEQP.,Main cooling equipment,"'1' = 'Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water'
'2' = 'Packaged air conditioning units (other than heat pumps)'
'3' = 'Central chillers inside (or adjacent to) the building that chill water for air conditioning'
'4' = 'District chilled water piped in from outside the building'
'5' = 'Heat pumps for cooling'
'6' = 'Individual room air conditioners (other than heat pumps)'
'7' = '""Swamp"" coolers or evaporative coolers'
'8' = 'Other cooling equipment'
Missing = Not applicable","{'1': 'Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water', '2': 'Packaged air conditioning units (other than heat pumps)', '3': 'Central chillers inside (or adjacent to) the building that chill water for air conditioning', '4': 'District chilled water piped in from outside the building', '5': 'Heat pumps for cooling', '6': 'Individual room air conditioners (other than heat pumps)', '7': '""Swamp"" coolers or evaporative coolers', '8': 'Other cooling equipment', 'Missing': 'Not applicable'}"
4,226.0,NWMNCL,Char,1.0,$YESNO.,Main cooling replaced,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,227.0,PKGCLTYP,Char,1.0,$PKGTYP.,Type of packaged cooling,"'1' = 'Factory-assembled unitary packaged unit'
'2' = 'Custom built-up packaged unit'
'3' = 'Both factory-assembled and custom built-up packaged units'
Missing = Not applicable","{'1': 'Factory-assembled unitary packaged unit', '2': 'Custom built-up packaged unit', '3': 'Both factory-assembled and custom built-up packaged units', 'Missing': 'Not applicable'}"
4,228.0,CHLAIRCL,Char,1.0,$YESNO.,Chiller type: Air-cooled,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,229.0,CHLWTRCL,Char,1.0,$YESNO.,Chiller type: Water cooled,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,230.0,CHLABSRP,Char,1.0,$YESNO.,Chiller type: Absorption,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,231.0,HTRCHLR,Char,1.0,$YESNO.,Heater chiller,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,232.0,CHLAIR,Char,1.0,$YESNO.,Chiller system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,233.0,CHLFNCL,Char,1.0,$YESNO.,Chiller system: Fan coil units in rooms,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,234.0,CHLINDC,Char,1.0,$YESNO.,Chiller system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,235.0,CHLLOOP,Char,1.0,$YESNO.,Chiller system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,236.0,CHLBEAM,Char,1.0,$YESNO.,Chiller system: Chilled beam,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,237.0,CHLPKG,Char,1.0,$YESNO.,Chiller system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,238.0,CHLDUCT,Char,1.0,$YESNO.,Chiller system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,239.0,DCWAIR,Char,1.0,$YESNO.,District CW system: Central air handler,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,240.0,DCWFNCL,Char,1.0,$YESNO.,District CW system: Fan coil units in rooms,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,241.0,DCWINDC,Char,1.0,$YESNO.,District CW system: Induction units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,242.0,DCWLOOP,Char,1.0,$YESNO.,District CW system: Water loop heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,243.0,DCWBEAM,Char,1.0,$YESNO.,District CW system: Chilled beam,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,244.0,DCWPKG,Char,1.0,$YESNO.,District CW system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,245.0,DCWDUCT,Char,1.0,$YESNO.,District CW system: Duct reheat,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,246.0,HPCPKG,Char,1.0,$YESNO.,Heat pump cooling system: Packaged unit,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,247.0,HPCSPLT,Char,1.0,$YESNO.,Heat pump cooling system: Split system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,248.0,HPCROOM,Char,1.0,$YESNO.,Heat pump cooling system: Individual room heat pump,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,249.0,HPCMINI,Char,1.0,$YESNO.,Heat pump cooling system: Ductless mini-split,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,250.0,HPCVRF,Char,1.0,$YESNO.,Heat pump cooling system: Variable refrigerant flow,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,251.0,HPCAIR,Char,1.0,$YESNO.,Heat pump cooling type: Air source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,252.0,HPCGRD,Char,1.0,$YESNO.,Heat pump cooling type: Ground source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,253.0,HPCDUAL,Char,1.0,$YESNO.,Heat pump cooling type: Dual source,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,254.0,HPCWTR,Char,1.0,$YESNO.,Heat pump cooling type: Water loop,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,255.0,CLVCAV,Char,1.0,$YESNO.,Cooling ventilation: Central air-handling unit with CAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,256.0,CLVVAV,Char,1.0,$YESNO.,Cooling ventilation: Central air-handling unit with VAV,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,257.0,CLVFLR,Char,1.0,$YESNO.,Cooling ventilation: Underfloor air distribution,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,258.0,CLVOAS,Char,1.0,$YESNO.,Cooling ventilation: Dedicated outside air system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,259.0,CLVDEM,Char,1.0,$YESNO.,Cooling ventilation: Demand controlled ventilation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,260.0,CLVNON,Char,1.0,$YESNO.,Cooling ventilation: None of these types,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,261.0,EMCS,Char,1.0,$YESNO.,Building automation system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,262.0,RDHTNF,Char,1.0,$YESNO.,Heating reduced during 24 hour period,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,263.0,HWRDHT,Char,1.0,$HOWRDC.,How reduce heating,"'1' = 'Part of the Building Automation System'
'2' = 'Programmable thermostat'
'3' = 'Manually change thermostat'
'4' = 'Manually shut down equipment'
Missing = Not applicable","{'1': 'Part of the Building Automation System', '2': 'Programmable thermostat', '3': 'Manually change thermostat', '4': 'Manually shut down equipment', 'Missing': 'Not applicable'}"
4,264.0,RDCLNF,Char,1.0,$YESNO.,Cooling reduced during 24 hour period,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,265.0,HWRDCL,Char,1.0,$HOWRDC.,How reduce cooling,"'1' = 'Part of the Building Automation System'
'2' = 'Programmable thermostat'
'3' = 'Manually change thermostat'
'4' = 'Manually shut down equipment'
Missing = Not applicable","{'1': 'Part of the Building Automation System', '2': 'Programmable thermostat', '3': 'Manually change thermostat', '4': 'Manually shut down equipment', 'Missing': 'Not applicable'}"
4,266.0,ECN,Char,1.0,$YESNO.,Economizer cycle,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,267.0,ECNTYPE,Char,1.0,$ECNTYP.,Type of economizer,"'1' = 'Air-side economizer'
'2' = 'Water-side economizer'
Missing = Not applicable","{'1': 'Air-side economizer', '2': 'Water-side economizer', 'Missing': 'Not applicable'}"
4,268.0,MAINT,Char,1.0,$YESNO.,Regular HVAC maintenance,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,269.0,ELWATR,Char,1.0,$YESNO.,Electricity used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,270.0,NGWATR,Char,1.0,$YESNO.,Natural gas used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,271.0,FKWATR,Char,1.0,$YESNO.,Fuel oil used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,272.0,PRWATR,Char,1.0,$YESNO.,Propane used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,273.0,STWATR,Char,1.0,$YESNO.,District steam used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,274.0,HWWATR,Char,1.0,$YESNO.,District hot water used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,275.0,WOWATR,Char,1.0,$YESNO.,Wood used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,276.0,COWATR,Char,1.0,$YESNO.,Coal used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,277.0,SOWATR,Char,1.0,$YESNO.,Solar used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,278.0,OTWATR,Char,1.0,$YESNO.,Other source used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,279.0,WTHTEQ,Char,1.0,$WATREQP.,Water heating equipment,"'1' = 'One or more centralized water heaters'
'2' = 'One or more ""point-of-use"" water heaters'
'3' = 'Both types'
Missing = Not applicable","{'1': 'One or more centralized water heaters', '2': 'One or more ""point-of-use"" water heaters', '3': 'Both types', 'Missing': 'Not applicable'}"
4,280.0,BOOSTWT,Num,8.0,,Booster water heaters,"0 - 60
Missing = Not applicable","{'0 - 60': 'continuous numerical range', 'Missing': 'Not applicable'}"
4,281.0,INSTWT,Char,1.0,$YESNO.,Instant hot water,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,282.0,ELCOOK,Char,1.0,$YESNO.,Electricity used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,283.0,NGCOOK,Char,1.0,$YESNO.,Natural gas used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,284.0,FKCOOK,Char,1.0,$YESNO.,Fuel oil used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,285.0,PRCOOK,Char,1.0,$YESNO.,Propane used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,286.0,STCOOK,Char,1.0,$YESNO.,District steam used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,287.0,HWCOOK,Char,1.0,$YESNO.,District hot water used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,288.0,WOCOOK,Char,1.0,$YESNO.,Wood used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,289.0,COCOOK,Char,1.0,$YESNO.,Coal used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,290.0,SOCOOK,Char,1.0,$YESNO.,Solar used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,291.0,OTCOOK,Char,1.0,$YESNO.,Other source used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,292.0,ELMANU,Char,1.0,$YESNO.,Electricity used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,293.0,NGMANU,Char,1.0,$YESNO.,Natural gas used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,294.0,FKMANU,Char,1.0,$YESNO.,Fuel oil used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,295.0,PRMANU,Char,1.0,$YESNO.,Propane used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,296.0,STMANU,Char,1.0,$YESNO.,District steam used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,297.0,HWMANU,Char,1.0,$YESNO.,District hot water used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,298.0,WOMANU,Char,1.0,$YESNO.,Wood used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,299.0,COMANU,Char,1.0,$YESNO.,Coal used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,300.0,SOMANU,Char,1.0,$YESNO.,Solar used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,301.0,OTMANU,Char,1.0,$YESNO.,Other source used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,302.0,NGGENR,Char,1.0,$YESNO.,Natural gas used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,303.0,FKGENR,Char,1.0,$YESNO.,Fuel oil used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,304.0,PRGENR,Char,1.0,$YESNO.,Propane used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,305.0,WOGENR,Char,1.0,$YESNO.,Wood used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,306.0,COGENR,Char,1.0,$YESNO.,Coal used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,307.0,SOGENR,Char,1.0,$YESNO.,Solar used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,308.0,OTGENR,Char,1.0,$YESNO.,Other source used for electricity generation,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,309.0,PVC,Char,1.0,$YESNO.,Photovoltaic cells,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,310.0,FUELCL,Char,1.0,$YESNO.,Fuel cells,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,311.0,LRGTRB,Char,1.0,$YESNO.,Large turbines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,312.0,MCROTB,Char,1.0,$YESNO.,Microturbines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,313.0,ENGINE,Char,1.0,$YESNO.,Reciprocating engines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,314.0,GENUSE,Char,1.0,$GENUSE.,Use of generated electricity,"'1' = 'Primarily for emergency back-up or testing'
'2' = 'During periods of high electricity demand'
'3' = 'Whenever electricity was used'
Missing = Not applicable","{'1': 'Primarily for emergency back-up or testing', '2': 'During periods of high electricity demand', '3': 'Whenever electricity was used', 'Missing': 'Not applicable'}"
4,315.0,COGEN,Char,1.0,$YESNO.,Cogeneration system,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,316.0,TOGRID,Char,1.0,$YESNO.,Deliver electricity to grid,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,317.0,NGOTH,Char,1.0,$YESNO.,Natural gas for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,318.0,FKOTH,Char,1.0,$YESNO.,Fuel oil for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,319.0,PROTH,Char,1.0,$YESNO.,Propane for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,320.0,STOTH,Char,1.0,$YESNO.,District steam for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,321.0,HWOTH,Char,1.0,$YESNO.,District hot water for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,322.0,CWOTH,Char,1.0,$YESNO.,District chilled water for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,323.0,WOOTH,Char,1.0,$YESNO.,Wood for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,324.0,COOTH,Char,1.0,$YESNO.,Coal for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,325.0,SOOTH,Char,1.0,$YESNO.,Solar for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,326.0,OTOTH,Char,1.0,$YESNO.,Other source for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,327.0,ELLOCUT,Char,1.0,$YESNO.,Electricity from local utility,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable","{'1': 'Yes', '2': 'No', '8': 'Refused', '9': 'Dont know', 'Missing': 'Not applicable'}"
4,328.0,ELNONLU,Char,1.0,$YESNO.,Electricity from IPP/non-local utility,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable","{'1': 'Yes', '2': 'No', '8': 'Refused', '9': 'Dont know', 'Missing': 'Not applicable'}"
4,329.0,ELOTSRC,Char,1.0,$YESNO.,Electricity from some other source,"'1' = 'Yes'
'2' = 'No'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable","{'1': 'Yes', '2': 'No', '8': 'Refused', '9': 'Dont know', 'Missing': 'Not applicable'}"
4,330.0,ELCPLT,Char,1.0,$YESNO.,Electricity from central plant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
4,331.0,ELLUPCT,Num,8.0,,Percent of elec from local utility,"1 - 100
999 = Don't know
Missing = Not applicable","{'1 - 100': 'continuous numerical range', '999': 'Dont know', 'Missing': 'Not applicable'}"
4,332.0,NGSRC,Char,1.0,$NGSRC.,How purchase natural gas,"'1' = 'Bought from the local utility'
'2' = 'Bought from someone else, such as a non-utility or a broker' 
'3'  ='Bought both ways'
Missing = Not applicable","{'1': 'Bought from the local utility', '2': 'Bought from someone else, such as a non-utility or a broker', '3 ': 'Bought both ways', 'Missing': 'Not applicable'}"
4,333.0,PRAMTC,Char,1.0,$PRAMT.,Bottled gas amount,"1' = 'Less than 100'
'2' = '100 to 499'
'3' = '500 to 999'
'4' = '1,000 or more'
'9' ='Don't know'","{'1': 'Less than 100', '2': '100 to 499', '3': '500 to 999', '4': '1,000 or more', '9': 'Dont know'}"
4,334.0,PRUNIT,Char,1.0,$PRUNIT.,Bottled gas units,"1' = 'Gallons'
'2' = 'Pounds'
'9' ='Don't know'","{'1': 'Gallons', '2': 'Pounds', '9': 'Dont know'}"
4,335.0,WOAMT,Char,1.0,$WOAMT.,Amount wood burned,"'1' = 'Less than 1 cord'
'2' = '1 to 9 cords'
'3' = '10 to 20 cords'
'4' = 'More than 20 cords'
Missing = Not applicable","{'1': 'Less than 1 cord', '2': '1 to 9 cords', '3': '10 to 20 cords', '4': 'More than 20 cords', 'Missing': 'Not applicable'}"
