CATEOGORIES,File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes,
6,370,RFGVEN,Char,1,$YESNO.,Refrigerated vending machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,371,RFGICE,Char,1,$YESNO.,Commercial ice makers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,372,RFGSTO,Char,1,$YESNO.,Large cold storage areas,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,373,RFGRSN,Num,8,COMMA5.,Number of residential refrigerators,"1 - 1,000
Missing = Not applicable",
6,374,RFGCOMPN,Num,8,COMMA5.,Number of compact refrigerators,"1 - 1,000
99995 = More than 1,000
Missing = Not applicable",
6,375,RFGWIN,Num,8,,Number of walk-in units,"1 - 350
Missing = Not applicable",
6,376,RFGOPN,Num,8,,Number of open case refrigeration units,"1 - 300
Missing = Not applicable",
6,377,RFGCLN,Num,8,,Number of closed case refrigeration units,"1 - 500
Missing = Not applicable",
6,378,RFGVNN,Num,8,,Number of refrigerated vending machines,"1 - 300
Missing = Not applicable",
6,379,RFGICN,Num,8,,Number of ice makers,"1 - 500
Missing = Not applicable",
6,380,RFGSTP,Num,8,,Percent cold storage,"1 - 100
Missing = Not applicable",
6,381,WHRECOV,Char,1,$YESNO.,Waste heat recovery,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,382,WHHT2,Char,1,$YESNO.,Waste heat used for secondary heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,383,WHWT,Char,1,$YESNO.,Waste heat used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,384,WHOT,Char,1,$YESNO.,Waste heat used for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,385,PCTERM,Char,1,$YESNO.,Computers used,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,386,PCTERMN,Num,8,COMMA8.,Number of computers,"0 - 4,195
Missing = Not applicable",
6,387,PCTRMC,Char,2,$PCTRMC.,Number of computers category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 to 999'
'09' = '1,000 to 2,499'
'10' = '2,500 or more'
Missing = Not applicable",
6,388,MLTMON,Char,1,$YESNO.,Multiple monitors,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,389,MLTMNC,Char,1,$ALLFEW.,Multiple monitor category,"'1' = 'All'
'2' = 'Most'
'3' = 'Some'
'4' = 'A few'
Missing = Not applicable",
6,390,FLATC,Char,1,$FLATC.,Flat screen category,"'1' = 'All'
'2' = 'Most'
'3' = 'Some'
'4' = 'A few'
'5' = 'None'
Missing = Not applicable",
6,391,LAPTPN,Num,8,COMMA8.,Number of laptops,"0 - 1,420
Missing = Not applicable",
6,392,LAPTPC,Char,2,$LAPTPC.,Number of laptops category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 to 999'
'09' = '1,000 or more'
Missing = Not applicable",
6,393,PRNTRN,Num,8,COMMA8.,Number of printers,"0 - 5,000
Missing = Not applicable",
6,394,PRNTYP,Char,1,$PRNTR.,Type of printers,"'1' = 'Inkjet'
'2' = 'Laser'
'3' = 'Some other type'
'4' = 'Half inkjet, half laser'
Missing = Not applicable",
6,395,SERVER,Char,1,$YESNO.,Dedicated servers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,396,SERVERN,Num,8,COMMA8.,Number of servers,"0 - 499
9,995 = 500 or more
Missing = Not applicable",
6,397,SERVERC,Char,2,$SERVERC.,Number of servers category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 or more'
Missing = Not applicable",
6,398,DATACNTR,Char,1,$YESNO.,Data center or server farm,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,399,DCNTRSFC,Char,1,$DCNTRSF.,Data center or server farm sqft category,"'1' ='500 square feet or less'
'2' ='501 to 1,500 square feet'
'3' ='1,501 to 3,000 square feet'
'4' ='3,001 to 10,000 square feet'
'5' ='Over 10,000 square feet'
Missing = Not applicable",
6,400,TRNGRM,Char,1,$YESNO.,Computer-based training room,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,401,STDNRM,Char,1,$YESNO.,Student or public computer center,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,402,WBOARDS,Char,1,$YESNO.,Interactive whiteboards,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,403,TVVIDEO,Char,1,$YESNO.,TV or video displays,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,404,TVVIDEON,Num,8,COMMA5.,Number of TV or video displays,"1 - 200
995 = More than 200
Missing = Not applicable",
6,405,RGSTR,Char,1,$YESNO.,Cash registers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,406,RGSTRN,Num,8,COMMA5.,Number of cash registers,"1 - 500
Missing = Not applicable",
6,407,COPIER,Char,1,$YESNO.,Photocopiers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
6,408,COPIERN,Num,8,COMMA5.,Number of photocopiers,"1 - 1,500
Missing = Not applicable",
6,409,FAX,Char,1,$YESNO.,FAX machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,410,LTOHRP,Num,8,,Percent lit when open,"0 - 100
Missing = Not applicable",
7,411,LOHRPC,Char,1,$LIT1CAT.,Lit when open category,"'1' = '1 to 25 percent'
'2' = '26 to 50 percent'
'3' = '51 to 75 percent'
'4' = '76 to 100 percent'
'5' = 'Not lit at all when it is normally open'
Missing = Not applicable",
7,412,LTNR24,Char,1,$YESNO.,Lights off during 24 hours,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,413,LTNHRP,Num,8,,Percent lit off hours,"0 - 100
Missing = Not applicable",
7,414,LNHRPC,Char,1,$LIT2CAT.,Lit off hours category,"'1' = '1 to 25 percent'
'2' = '26 to 50 percent'
'3' = '51 to 75 percent'
'4' = '76 to 100 percent'
'5' = 'Not lit at all during off hours'
Missing = Not applicable",
7,415,RDLTNF,Char,1,$YESNO.,Lighting reduced during off hours,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,416,FLUOR,Char,1,$YESNO.,Fluorescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,417,CFLR,Char,1,$YESNO.,Compact fluorescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,418,BULB,Char,1,$YESNO.,Incandescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,419,HALO,Char,1,$YESNO.,Halogen bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,420,HID,Char,1,$YESNO.,High intensity discharge (HID) bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,421,LED,Char,1,$YESNO.,Light-emitting diode (LED) bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,422,OTLT,Char,1,$YESNO.,Other type of bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,423,FLUORP,Num,8,,Percent lit by fluorescent,"0 - 100
Missing = Not applicable",
7,424,CFLRP,Num,8,,Percent lit by compact fluorescent,"0 - 100
Missing = Not applicable",
7,425,BULBP,Num,8,,Percent lit by incandescent,"0 - 100
Missing = Not applicable",
7,426,HALOP,Num,8,,Percent lit by halogen,"0 - 100
Missing = Not applicable",
7,427,HIDP,Num,8,,Percent lit by HID,"0 - 100
Missing = Not applicable",
7,428,LEDP,Num,8,,Percent lit by LED,"0 - 100
Missing = Not applicable",
7,429,OTLTP,Num,8,,Percent lit by other lighting,"0 - 100
Missing = Not applicable",
7,430,EMCSLT,Char,1,$YESNO.,BAS controls lighting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,431,SCHED,Char,1,$YESNO.,Light scheduling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,432,OCSN,Char,1,$YESNO.,Occupancy sensors,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,433,DIM,Char,1,$YESNO.,Multi-level lighting or dimming,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,434,DAYHARV,Char,1,$YESNO.,Daylight harvesting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,435,TRIM,Char,1,$YESNO.,High-end trimming or light-level tuning,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,436,PLGCTRL,Char,1,$YESNO.,Plug load control,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,437,DRLGHT,Char,1,$YESNO.,Demand responsive lighting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,438,LTEXPC,Char,1,$LTEXPC.,Percent of exterior lighted,"'1' = 'Less than 10 percent'
'2' = '10 to 25 percent'
'3' = '25 to 50 percent'
'4' = 'More than 50 percent'
Missing = Not applicable",
7,439,PKLT,Char,1,$YESNO.,Lighted parking area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,440,WINTYP,Char,1,$WINTYP.,Window glass type,"'1' = 'Single layer glass'
'2' = 'Multi-layer glass'
'3' = 'Combination of both'
'4' = 'No windows'",
7,441,TINT,Char,1,$YESNO.,Tinted window glass,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,442,REFL,Char,1,$YESNO.,Reflective window glass,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,443,AWN,Char,1,$YESNO.,External overhangs or awnings,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,444,SKYLT,Char,1,$YESNO.,Skylights or atriums,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable",
7,445,DAYLTP,Num,8,,Percent daylight,"0 - 100
Missing = Not applicable",
get rid of,446,ZSQFT,Char,1,$ZVAR.,Imputed square footage,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,447,ZSQFTC,Char,1,$ZVAR.,Imputed square footage category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,448,ZWLCNS,Char,1,$ZVAR.,Imputed wall construction material,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,449,ZRFCNS,Char,1,$ZVAR.,Imputed roof construction material,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,450,ZRFCOOL,Char,1,$ZVAR.,Imputed cool roof materials,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,451,ZRFTILT,Char,1,$ZVAR.,Imputed roof tilt,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,452,ZBLDSHP,Char,1,$ZVAR.,Imputed building shape,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,453,ZGLSSPC,Char,1,$ZVAR.,Imputed percent exterior glass,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,454,ZEQGLSS,Char,1,$ZVAR.,Imputed equal glass on all sides,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,455,ZSUNGLS,Char,1,$ZVAR.,Imputed glass sides most sunlight,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,456,ZNFLOOR,Char,1,$ZVAR.,Imputed number of floors,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,457,ZBASEMNT,Char,1,$ZVAR.,Imputed number of underground floors,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,458,ZFLCEILHT,Char,1,$ZVAR.,Imputed floor to ceiling height,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,459,ZATTIC,Char,1,$ZVAR.,Imputed attic,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,460,ZELEVTR,Char,1,$ZVAR.,Imputed elevators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,461,ZNELVTR,Char,1,$ZVAR.,Imputed number of elevators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,462,ZESCLTR,Char,1,$ZVAR.,Imputed escalators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,463,ZNESLTR,Char,1,$ZVAR.,Imputed number of escalators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,464,ZYRCON,Char,1,$ZVAR.,Imputed year of construction,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,465,ZYRCONC,Char,1,$ZVAR.,Imputed year of construction category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,466,ZRENOV,Char,1,$ZVAR.,Imputed any renovations,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,467,ZRENADD,Char,1,$ZVAR.,Imputed addition or annex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,468,ZRENRDC,Char,1,$ZVAR.,Imputed reduction of floorspace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,469,ZRENCOS,Char,1,$ZVAR.,Imputed cosmetic improvements,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,470,ZRENINT,Char,1,$ZVAR.,Imputed interior wall re-configuration,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,471,ZRENRFF,Char,1,$ZVAR.,Imputed roof replacement,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,472,ZRENWLL,Char,1,$ZVAR.,Imputed exterior wall replacement,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,473,ZRENWIN,Char,1,$ZVAR.,Imputed window replacement,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,474,ZRENHVC,Char,1,$ZVAR.,Imputed HVAC equipment upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,475,ZRENLGT,Char,1,$ZVAR.,Imputed lighting upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,476,ZRENPLB,Char,1,$ZVAR.,Imputed plumbing system upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,477,ZRENELC,Char,1,$ZVAR.,Imputed electrical upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,478,ZRENINS,Char,1,$ZVAR.,Imputed insulation upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,479,ZRENSAF,Char,1,$ZVAR.,"Imputed fire, safety, or security upgrade","'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,480,ZRENSTR,Char,1,$ZVAR.,Imputed structural upgrade,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,481,ZRENOTH,Char,1,$ZVAR.,Imputed other renovation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,482,ZDRYCL,Char,1,$ZVAR.,Imputed dry cleaning onsite,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,483,ZCUBE,Char,1,$ZVAR.,Imputed open plan office space,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,484,ZCUBEC,Char,1,$ZVAR.,Imputed percent open plan,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,485,ZCUBELOC,Char,1,$ZVAR.,Imputed location of open plan,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,486,ZRWSEAT,Char,1,$ZVAR.,Imputed religious worship seating capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,487,ZPBSEAT,Char,1,$ZVAR.,Imputed assembly seating capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,488,ZEDSEAT,Char,1,$ZVAR.,Imputed number of classroom seats,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,489,ZFDSEAT,Char,1,$ZVAR.,Imputed food service seating capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,490,ZHCBED,Char,1,$ZVAR.,Imputed licensed bed capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,491,ZNRSBED,Char,1,$ZVAR.,Imputed licensed bed capacity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,492,ZLODGRM,Char,1,$ZVAR.,Imputed number of guest rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,493,ZFACIL,Char,1,$ZVAR.,Imputed on a multibuilding complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,494,ZFEDFAC,Char,1,$ZVAR.,Imputed federal complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,495,ZFACACT,Char,1,$ZVAR.,Imputed type of complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,496,ZPLANT,Char,1,$ZVAR.,Imputed central physical plant on complex,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,497,ZFACDST,Char,1,$ZVAR.,Imputed plant produces district steam,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,498,ZFACDHW,Char,1,$ZVAR.,Imputed plant produces district hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,499,ZFACDCW,Char,1,$ZVAR.,Imputed plant produces district chilled water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,500,ZFACELC,Char,1,$ZVAR.,Imputed plant produces electricity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,501,ZBLDPLT,Char,1,$ZVAR.,Imputed central plant in building,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,502,ZGOVOWN,Char,1,$ZVAR.,Imputed government owned,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,503,ZGOVTYP,Char,1,$ZVAR.,Imputed type of government,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,504,ZOWNTYPE,Char,1,$ZVAR.,Imputed building owner,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,505,ZNOCC,Char,1,$ZVAR.,Imputed number of businesses,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,506,ZNOCCAT,Char,1,$ZVAR.,Imputed number of businesses category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,507,ZOWNOCC,Char,1,$ZVAR.,Imputed owner occupied or leased to tenant(s),"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,508,ZOWNOPR,Char,1,$ZVAR.,Imputed owner responsible for operation and maintenance of energy systems,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,509,ZOWNPPR,Char,1,$ZVAR.,Imputed owner has purchasing power for energy-related equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,510,ZNWNPPR,Char,1,$ZVAR.,Imputed nonowner with purchasing power for energy-related equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,511,ZNWNOPR,Char,1,$ZVAR.,Imputed nonowner responsible for operation and maintenance of energy systems,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,512,ZWHOPPR,Char,1,$ZVAR.,Imputed who has purchasing power,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,513,ZMONUSE,Char,1,$ZVAR.,Imputed months in use,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,514,ZOCCUPYP,Char,1,$ZVAR.,Imputed percent occupancy,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,515,ZLODOCCP,Char,1,$ZVAR.,Imputed lodging room percent occupancy,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,516,ZOPEN24,Char,1,$ZVAR.,Imputed open 24 hours a day,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,517,ZOPNMF,Char,1,$ZVAR.,Imputed open during week,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,518,ZOPNWE,Char,1,$ZVAR.,Imputed open on weekend,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,519,ZWKHRS,Char,1,$ZVAR.,Imputed total hours open per week,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,520,ZWKHRSC,Char,1,$ZVAR.,Imputed weekly hours category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,521,ZNWKER,Char,1,$ZVAR.,Imputed number of employees,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,522,ZNWKERC,Char,1,$ZVAR.,Imputed number of employees category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,523,ZHT1,Char,1,$ZVAR.,Imputed energy used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,524,ZHT2,Char,1,$ZVAR.,Imputed energy used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,525,ZCOOL,Char,1,$ZVAR.,Imputed energy used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,526,ZWATR,Char,1,$ZVAR.,Imputed energy used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,527,ZCOOK,Char,1,$ZVAR.,Imputed energy used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,528,ZMANU,Char,1,$ZVAR.,Imputed energy used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,529,ZCAPGEN,Char,1,$ZVAR.,Imputed electricity generation capability,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,530,ZGENR,Char,1,$ZVAR.,Imputed energy used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,531,ZELUSED,Char,1,$ZVAR.,Imputed electricity used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,532,ZNGUSED,Char,1,$ZVAR.,Imputed natural gas used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
