category,File order,"Variable
name",Variable type,Length,Label,Values/Format codes
6,514,SMOFFDEV,Num,8,Smaller desktop office devices,"1=Yes
2=No
Missing=Not applicable"
6,515,WBOARDS,Num,8,Interactive whiteboards,"1=Yes
2=No
Missing=Not applicable"
6,516,TVVIDEO,Num,8,Televisions or video displays,"1=Yes
2=No
Missing=Not applicable"
6,517,RGSTR,Num,8,Point-of-sales devices or cash register,"1=Yes
2=No
Missing=Not applicable"
6,518,LGOFFDEVN,Num,8,Number of large office devices,"1-500
9995=More than 500
Missing=Not applicable"
6,519,SMOFFDEVN,Num,8,Number of small office devices,"1-500
9995=More than 500
Missing=Not applicable"
6,520,WBOARDSN,Num,8,Number of interactive whiteboards,"1 - 200
9995=More than 200
Missing=Not applicable"
6,521,TVVIDEON,Num,8,Number of TV or video displays,"1 - 200
995=More than 200
Missing=Not applicable"
6,522,RGSTRN,Num,8,Number of point-of-sales or cash registers,"1 - 600
Missing=Not applicable"
6,523,ATMN,Num,8,Number of ATMs,"0 - 2
3=3 or more
Missing=Not applicable"
7,524,LTZHRP,Num,8,Percent lit no hours,"0 - 100
Missing=Not applicable"
7,525,LZHRPC,Num,8,Lit no hours category,"1=1 to 25 percent
2=26 to 50 percent
3=51 to 75 percent
4=76 to 100 percent
5=Not lit at all
Missing=Not applicable"
7,526,LTOHRP,Num,8,Percent lit when open,"0 - 100
Missing=Not applicable"
7,527,LOHRPC,Num,8,Lit when open category,"1=1 to 25 percent
2=26 to 50 percent
3=51 to 75 percent
4=76 to 100 percent
5=Not lit at all
Missing=Not applicable"
7,528,LTNR24,Num,8,Lights off during 24 hours,"1=Yes
2=No
Missing=Not applicable"
7,529,LTNHRP,Num,8,Percent lit off hours,"0 - 100
Missing=Not applicable"
7,530,LNHRPC,Num,8,Lit off hours category,"1=1 to 25 percent
2=26 to 50 percent
3=51 to 75 percent
4=76 to 100 percent
5=Not lit at all during off hours
Missing=Not applicable"
7,531,LIT,Num,8,Lighting used in building,"1=Yes
2=No"
7,532,FLUOR,Num,8,Fluorescent lighting,"1=Yes
2=No
Missing=Not applicable"
7,533,CFLR,Num,8,Compact fluorescent (CFL) bulbs,"1=Yes
2=No
Missing=Not applicable"
7,534,BULB,Num,8,Incandescent light bulbs,"1=Yes
2=No
Missing=Not applicable"
7,535,HALO,Num,8,Halogen bulbs,"1=Yes
2=No
Missing=Not applicable"
7,536,HID,Num,8,High intensity discharge (HID) lighting,"1=Yes
2=No
Missing=Not applicable"
7,537,LED,Num,8,LED lighting,"1=Yes
2=No
Missing=Not applicable"
7,538,OTLT,Num,8,Other type of lighting,"1=Yes
2=No
Missing=Not applicable"
7,539,FLUORP,Num,8,Percent lit by fluorescent,"0 - 100
Missing=Not applicable"
7,540,CFLRP,Num,8,Percent lit by compact fluorescent,"0 - 100
Missing=Not applicable"
7,541,BULBP,Num,8,Percent lit by incandescent,"0 - 100
Missing=Not applicable"
7,542,HALOP,Num,8,Percent lit by halogen,"0 - 100
Missing=Not applicable"
7,543,HIDP,Num,8,Percent lit by HID,"0 - 100
Missing=Not applicable"
7,544,LEDP,Num,8,Percent lit by LED,"0 - 100
Missing=Not applicable"
7,545,OTLTP,Num,8,Percent lit by other lighting,"0 - 100
Missing=Not applicable"
7,546,SCHED,Num,8,Light scheduling,"1=Yes
2=No
Missing=Not applicable"
7,547,OCSN,Num,8,Occupancy sensors,"1=Yes
2=No
Missing=Not applicable"
7,548,DIM,Num,8,Multi-level lighting or dimming,"1=Yes
2=No
Missing=Not applicable"
7,549,DAYHARV,Num,8,Daylight harvesting,"1=Yes
2=No
Missing=Not applicable"
7,550,TRIM,Num,8,High-end trimming or light-level tuning,"1=Yes
2=No
Missing=Not applicable"
7,551,PLGCTRL,Num,8,Plug load control,"1=Yes
2=No
Missing=Not applicable"
7,552,DRLGHT,Num,8,Demand responsive lighting,"1=Yes
2=No
Missing=Not applicable"
7,553,LTEXPC,Num,8,Percent of exterior lighted,"1=Less than 10 percent
2=10 to 25 percent
3=25 to 50 percent
4=More than 50 percent
Missing=Not applicable"
7,554,PKLT,Num,8,Lighted parking area,"1=Yes
2=No
Missing=Not applicable"
7,555,PKLTINOUT,Num,8,Indoor or outdoor lighted parking,"1=Part of the building (indoor)
2=Separate parking (lot or garage)
3=Both types of parking areas
Missing=Not applicable"
7,556,PKLTN,Num,8,Vehicle parking capacity,"5=1 to 5
6 - 12,000
Missing=Not applicable"
7,557,WINTYP,Num,8,Window glass type,"1=Single-layer glass
2=Multi-layer glass
3=Combination of both
4=No windows"
7,558,TINT,Num,8,Tinted window glass,"1=Yes
2=No
Missing=Not applicable"
7,559,REFL,Num,8,Reflective window glass,"1=Yes
2=No
Missing=Not applicable"
7,560,AWN,Num,8,External overhangs or awnings,"1=Yes
2=No
Missing=Not applicable"
7,561,SKYLT,Num,8,Skylights or atriums designed to provide light,"1=Yes
2=No
Missing=Not applicable"
7,562,DAYLTP,Num,8,Percent daylight,"0 - 100
Missing=Not applicable"
get rid of,563,FINALWT,Num,8,Nonresponse Adjusted Weight,
get rid of,564,FINALWT1,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 1,
get rid of,565,FINALWT2,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 2,
get rid of,566,FINALWT3,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 3,
get rid of,567,FINALWT4,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 4,
get rid of,568,FINALWT5,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 5,
get rid of,569,FINALWT6,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 6,
get rid of,570,FINALWT7,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 7,
get rid of,571,FINALWT8,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 8,
get rid of,572,FINALWT9,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 9,
get rid of,573,FINALWT10,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 10,
get rid of,574,FINALWT11,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 11,
get rid of,575,FINALWT12,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 12,
get rid of,576,FINALWT13,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 13,
get rid of,577,FINALWT14,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 14,
get rid of,578,FINALWT15,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 15,
get rid of,579,FINALWT16,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 16,
get rid of,580,FINALWT17,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 17,
get rid of,581,FINALWT18,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 18,
get rid of,582,FINALWT19,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 19,
get rid of,583,FINALWT20,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 20,
get rid of,584,FINALWT21,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 21,
get rid of,585,FINALWT22,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 22,
get rid of,586,FINALWT23,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 23,
get rid of,587,FINALWT24,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 24,
get rid of,588,FINALWT25,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 25,
get rid of,589,FINALWT26,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 26,
get rid of,590,FINALWT27,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 27,
get rid of,591,FINALWT28,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 28,
get rid of,592,FINALWT29,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 29,
get rid of,593,FINALWT30,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 30,
get rid of,594,FINALWT31,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 31,
get rid of,595,FINALWT32,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 32,
get rid of,596,FINALWT33,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 33,
get rid of,597,FINALWT34,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 34,
get rid of,598,FINALWT35,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 35,
get rid of,599,FINALWT36,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 36,
get rid of,600,FINALWT37,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 37,
get rid of,601,FINALWT38,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 38,
get rid of,602,FINALWT39,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 39,
get rid of,603,FINALWT40,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 40,
get rid of,604,FINALWT41,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 41,
get rid of,605,FINALWT42,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 42,
get rid of,606,FINALWT43,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 43,
get rid of,607,FINALWT44,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 44,
get rid of,608,FINALWT45,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 45,
get rid of,609,FINALWT46,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 46,
get rid of,610,FINALWT47,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 47,
get rid of,611,FINALWT48,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 48,
get rid of,612,FINALWT49,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 49,
get rid of,613,FINALWT50,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 50,
get rid of,614,FINALWT51,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 51,
get rid of,615,FINALWT52,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 52,
get rid of,616,FINALWT53,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 53,
get rid of,617,FINALWT54,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 54,
get rid of,618,FINALWT55,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 55,
get rid of,619,FINALWT56,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 56,
get rid of,620,FINALWT57,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 57,
get rid of,621,FINALWT58,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 58,
get rid of,622,FINALWT59,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 59,
get rid of,623,FINALWT60,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 60,
get rid of,624,FINALWT61,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 61,
get rid of,625,FINALWT62,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 62,
get rid of,626,FINALWT63,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 63,
get rid of,627,FINALWT64,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 64,
get rid of,628,FINALWT65,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 65,
get rid of,629,FINALWT66,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 66,
get rid of,630,FINALWT67,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 67,
get rid of,631,FINALWT68,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 68,
get rid of,632,FINALWT69,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 69,
get rid of,633,FINALWT70,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 70,
get rid of,634,FINALWT71,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 71,
get rid of,635,FINALWT72,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 72,
get rid of,636,FINALWT73,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 73,
get rid of,637,FINALWT74,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 74,
get rid of,638,FINALWT75,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 75,
get rid of,639,FINALWT76,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 76,
get rid of,640,FINALWT77,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 77,
get rid of,641,FINALWT78,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 78,
get rid of,642,FINALWT79,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 79,
get rid of,643,FINALWT80,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 80,
get rid of,644,FINALWT81,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 81,
get rid of,645,FINALWT82,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 82,
get rid of,646,FINALWT83,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 83,
get rid of,647,FINALWT84,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 84,
get rid of,648,FINALWT85,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 85,
get rid of,649,FINALWT86,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 86,
get rid of,650,FINALWT87,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 87,
get rid of,651,FINALWT88,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 88,
get rid of,652,FINALWT89,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 89,
get rid of,653,FINALWT90,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 90,
get rid of,654,FINALWT91,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 91,
get rid of,655,FINALWT92,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 92,
get rid of,656,FINALWT93,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 93,
get rid of,657,FINALWT94,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 94,
get rid of,658,FINALWT95,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 95,
get rid of,659,FINALWT96,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 96,
get rid of,660,FINALWT97,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 97,
get rid of,661,FINALWT98,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 98,
get rid of,662,FINALWT99,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 99,
get rid of,663,FINALWT100,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 100,
get rid of,664,FINALWT101,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 101,
get rid of,665,FINALWT102,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 102,
get rid of,666,FINALWT103,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 103,
get rid of,667,FINALWT104,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 104,
get rid of,668,FINALWT105,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 105,
get rid of,669,FINALWT106,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 106,
get rid of,670,FINALWT107,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 107,
get rid of,671,FINALWT108,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 108,
get rid of,672,FINALWT109,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 109,
get rid of,673,FINALWT110,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 110,
get rid of,674,FINALWT111,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 111,
get rid of,675,FINALWT112,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 112,
get rid of,676,FINALWT113,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 113,
get rid of,677,FINALWT114,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 114,
get rid of,678,FINALWT115,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 115,
get rid of,679,FINALWT116,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 116,
get rid of,680,FINALWT117,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 117,
get rid of,681,FINALWT118,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 118,
get rid of,682,FINALWT119,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 119,
get rid of,683,FINALWT120,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 120,
get rid of,684,FINALWT121,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 121,
get rid of,685,FINALWT122,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 122,
get rid of,686,FINALWT123,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 123,
get rid of,687,FINALWT124,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 124,
get rid of,688,FINALWT125,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 125,
get rid of,689,FINALWT126,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 126,
get rid of,690,FINALWT127,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 127,
get rid of,691,FINALWT128,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 128,
get rid of,692,FINALWT129,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 129,
get rid of,693,FINALWT130,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 130,
get rid of,694,FINALWT131,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 131,
get rid of,695,FINALWT132,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 132,
get rid of,696,FINALWT133,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 133,
get rid of,697,FINALWT134,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 134,
get rid of,698,FINALWT135,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 135,
get rid of,699,FINALWT136,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 136,
get rid of,700,FINALWT137,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 137,
get rid of,701,FINALWT138,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 138,
get rid of,702,FINALWT139,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 139,
get rid of,703,FINALWT140,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 140,
get rid of,704,FINALWT141,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 141,
get rid of,705,FINALWT142,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 142,
get rid of,706,FINALWT143,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 143,
get rid of,707,FINALWT144,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 144,
get rid of,708,FINALWT145,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 145,
get rid of,709,FINALWT146,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 146,
get rid of,710,FINALWT147,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 147,
get rid of,711,FINALWT148,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 148,
get rid of,712,FINALWT149,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 149,
get rid of,713,FINALWT150,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 150,
get rid of,714,FINALWT151,Num,8,Unknown Eligibility and Nonresponse Adjusted Replicate Weight 151,
get rid of,715,ZSQFT,Num,8,Imputation flag: Square footage,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,716,ZSQFTC,Num,8,Imputation flag: Square footage category,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,717,ZWLCNS,Num,8,Imputation flag: Wall construction material,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,718,ZRFCNS,Num,8,Imputation flag: Roof construction material,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,719,ZRFCOOL,Num,8,Imputation flag: Cool roof,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,720,ZRFTILT,Num,8,Imputation flag: Roof tilt,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,721,ZBLDSHP,Num,8,Imputation flag: Building shape,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,722,ZGLSSPC,Num,8,Imputation flag: Percent exterior glass,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,723,ZNFLOOR,Num,8,Imputation flag: Number of floors,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,724,ZBASEMNT,Num,8,Imputation flag: Number of underground floors,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,725,ZFLCEILHT,Num,8,Imputation flag: Floor to ceiling height,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,726,ZATTIC,Num,8,Imputation flag: Attic,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,727,ZELEVTR,Num,8,Imputation flag: Elevators,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,728,ZNELVTR,Num,8,Imputation flag: Number of elevators,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,729,ZESCLTR,Num,8,Imputation flag: Escalators,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,730,ZNESLTR,Num,8,Imputation flag: Number of escalators,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,731,ZYRCONC,Num,8,Imputation flag: Year of construction category,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,732,ZRENOV,Num,8,Imputation flag: Renovations,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,733,ZRENCOS,Num,8,Imputation flag: Cosmetic improvements,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,734,ZRENADD,Num,8,Imputation flag: Addition or annex,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,735,ZRENRDC,Num,8,Imputation flag: Reduction of floorspace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,736,ZRENINT,Num,8,Imputation flag: Interior wall re-configuration,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,737,ZRENRFF,Num,8,Imputation flag: Roof replacement,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,738,ZRENWIN,Num,8,Imputation flag: Window replacement,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,739,ZRENHVC,Num,8,Imputation flag: HVAC equipment upgrade,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,740,ZRENLGT,Num,8,Imputation flag: Lighting upgrade,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,741,ZRENPLB,Num,8,Imputation flag: Plumbing system upgrade,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,742,ZRENELC,Num,8,Imputation flag: Electrical upgrade,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,743,ZRENINS,Num,8,Imputation flag: Insulation upgrade,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,744,ZRENSAF,Num,8,"Imputation flag: Fire, safety, or security upgrade","0=Reported
1=Imputed
9=Inapplicable"
get rid of,745,ZRENSTR,Num,8,Imputation flag: Structural upgrade,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,746,ZRENOTH,Num,8,Imputation flag: Other renovation,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,747,ZDRYCL,Num,8,Imputation flag: Dry cleaning onsite,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,748,ZRWSEAT,Num,8,Imputation flag: Religious worship seating capacity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,749,ZPBSEAT,Num,8,Imputation flag: Assembly seating capacity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,750,ZEDSEAT,Num,8,Imputation flag: Number of classroom seats,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,751,ZFDSEAT,Num,8,Imputation flag: Food service seating capacity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,752,ZHCBED,Num,8,Imputation flag: Licensed inpatient beds,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,753,ZNRSBED,Num,8,Imputation flag: Licensed nursing beds,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,754,ZLODGRM,Num,8,Imputation flag: Number of guest rooms,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,755,ZFACIL,Num,8,Imputation flag: On a multibuilding complex,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,756,ZFEDFAC,Num,8,Imputation flag: Federal complex,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,757,ZFACACT,Num,8,Imputation flag: Type of complex,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,758,ZPLANT,Num,8,Imputation flag: Central physical plant,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,759,ZFACDST,Num,8,Imputation flag: Plant produces district steam,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,760,ZFACDHW,Num,8,Imputation flag: Plant produces district hot water,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,761,ZFACDCW,Num,8,Imputation flag: Plant produces district chilled water,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,762,ZFACELC,Num,8,Imputation flag: Plant produces electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,763,ZBLDPLT,Num,8,Imputation flag: Central plant in building,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,764,ZGOVOWN,Num,8,Imputation flag: Government owned,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,765,ZGOVTYP,Num,8,Imputation flag: Type of government,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,766,ZOWNTYPE,Num,8,Imputation flag: Building owner,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,767,ZNOCC,Num,8,Imputation flag: Number of businesses,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,768,ZNOCCAT,Num,8,Imputation flag: Number of businesses category,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,769,ZOWNOCC,Num,8,Imputation flag: Owner occupied or leased to tenant(s),"0=Reported
1=Imputed
9=Inapplicable"
get rid of,770,ZOWNOPR,Num,8,Imputation flag: Owner operates,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,771,ZOWNPPR,Num,8,Imputation flag: Owner has purchasing power,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,772,ZNWNPPR,Num,8,Imputation flag: Nonowner with purchasing power,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,773,ZNWNOPR,Num,8,Imputation flag: Nonowner operator,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,774,ZWHOPPR,Num,8,Imputation flag: Who has purchasing power,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,775,ZMONUSE,Num,8,Imputation flag: Months in use,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,776,ZOCCUPYP,Num,8,Imputation flag: Percent occupancy,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,777,ZLODOCCP,Num,8,Imputation flag: Lodging room percent occupancy,"0=Reported
1=Imputed
9=Inapplicable"
